,time,step,surface,latitude,longitude,valid_time,t,gribfile_projection,y,x,point_latitude,point_longitude,heightAboveGround,t2m,inversion
2749,2023-05-09,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-09,295.1551,,308693.8474433345,1481479.8574780696,40,-80,2.0,294.8191,False
2750,2023-05-10,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-10,292.53836,,308693.8474433345,1481479.8574780696,40,-80,2.0,293.06604,False
2751,2023-05-11,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-11,292.51996,,308693.8474433345,1481479.8574780696,40,-80,2.0,292.99792,False
2752,2023-05-12,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-12,296.21533,,308693.8474433345,1481479.8574780696,40,-80,2.0,296.9435,False
2753,2023-05-13,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-13,296.57803,,308693.8474433345,1481479.8574780696,40,-80,2.0,296.9355,False
2754,2023-05-14,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-14,290.2774,,308693.8474433345,1481479.8574780696,40,-80,2.0,290.7841,False
2755,2023-05-15,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-15,294.28305,,308693.8474433345,1481479.8574780696,40,-80,2.0,294.64706,False
2756,2023-05-16,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-16,295.02414,,308693.8474433345,1481479.8574780696,40,-80,2.0,295.26172,False
2757,2023-05-17,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-17,290.2995,,308693.8474433345,1481479.8574780696,40,-80,2.0,290.00867,False
2758,2023-05-18,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-18,288.20752,,308693.8474433345,1481479.8574780696,40,-80,2.0,288.45407,False
2759,2023-05-19,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-19,294.28378,,308693.8474433345,1481479.8574780696,40,-80,2.0,294.6466,False
2760,2023-05-20,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-20,296.44177,,308693.8474433345,1481479.8574780696,40,-80,2.0,296.7965,False
2761,2023-05-21,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-21,290.59793,,308693.8474433345,1481479.8574780696,40,-80,2.0,290.79565,False
2762,2023-05-22,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-22,293.98456,,308693.8474433345,1481479.8574780696,40,-80,2.0,294.2004,False
2763,2023-05-23,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-23,295.36127,,308693.8474433345,1481479.8574780696,40,-80,2.0,295.6341,False
2764,2023-05-24,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-24,295.9578,,308693.8474433345,1481479.8574780696,40,-80,2.0,295.97977,False
2765,2023-05-25,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-25,295.81238,,308693.8474433345,1481479.8574780696,40,-80,2.0,295.9959,False
2766,2023-05-26,0 days,0.0,40.00603868710662,279.9922670991639,2023-05-26,291.16586,,308693.8474433345,1481479.8574780696,40,-80,2.0,291.43643,False
